Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Clement, F., Orange, D., Williams, M., Mulley, C., Epprecht, M.",23092995000;7006576109;57201890777;6603085894;21742740400;,Drivers of afforestation in Northern Vietnam: Assessing local variations using geographically weighted regression,2009,Applied Geography,29,4,,561,576,,80,10.1016/j.apgeog.2009.01.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349895729&doi=10.1016%2fj.apgeog.2009.01.003&partnerID=40&md5=f37af0d867a437dd7c3e45dbb12bacc4,Article,Final,,Scopus,2-s2.0-70349895729
"Ogneva-Himmelberger, Y., Pearsall, H., Rakshit, R.",6505992197;26431069500;25723794000;,Concrete evidence &amp; geographically weighted regression: A regional analysis of wealth and the land cover in Massachusetts,2009,Applied Geography,29,4,,478,487,,75,10.1016/j.apgeog.2009.03.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349782021&doi=10.1016%2fj.apgeog.2009.03.001&partnerID=40&md5=7ce18e641cf8ba459af80cd1fb29288d,Article,Final,,Scopus,2-s2.0-70349782021
"Shields, B.",54783410900;,Regression analysis tools for GIS modeling,2009,GEO: connexion,8,1,,52,53,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249127301&partnerID=40&md5=88405af95b6b15425d3dfc10ff93df07,Article,Final,,Scopus,2-s2.0-58249127301
"Wu, W., Driscoll, C.T.",55707547000;7202046491;,Application of the PnET-BGC - An integrated biogeochemical model - To assess the surface water ANC recovery in the Adirondack region of New York under three multi-pollutant proposals,2009,Journal of Hydrology,378,03-Apr,,299,312,,6,10.1016/j.jhydrol.2009.09.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350513267&doi=10.1016%2fj.jhydrol.2009.09.035&partnerID=40&md5=528aa787be85b1c8651031e95cccbd84,Article,Final,,Scopus,2-s2.0-70350513267
"Partridge, M.D., Rickman, D.S., Ali, K., Olfert, M.R.",7102151834;7005837890;16066754500;6601970014;,The geographic diversity of U.S. nonmetropolitan growth dynamics: A geographically weighted regression approach,2009,Environmental Amenities and Regional Economic Development,,,,212,243,,,10.4324/9780203868485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917276171&doi=10.4324%2f9780203868485&partnerID=40&md5=0295b95ad81e472c33fbffc0d256fbe8,Book Chapter,Final,,Scopus,2-s2.0-84917276171
[No author name available],[No author id available],Level gauging review: Magnetrol,2009,Hydrocarbon Engineering,14,11,,111,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71949117697&partnerID=40&md5=ba0eae99fc36772d77757cf5e57a323c,Note,Final,,Scopus,2-s2.0-71949117697
"Ottewell, S.",6602120094;,Plants take measurement to a higher level: More capable devices promise immediate and longer term benefits,2009,Chemical Processing,72,11,,30,33,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71849107552&partnerID=40&md5=8d2e7fafa597dc1c77e5db7d2252316e,Article,Final,,Scopus,2-s2.0-71849107552
"Zhang, C., Tang, Y., Luo, L., Xu, W.",7405492536;7404591111;35269546800;56739513600;,Outlier identification and visualization for Pb concentrations in urban soils and its implications for identification of potential contaminated land,2009,Environmental Pollution,157,11,,3083,3090,,49,10.1016/j.envpol.2009.05.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68949217706&doi=10.1016%2fj.envpol.2009.05.044&partnerID=40&md5=abf0f8c301922566ea98f155c5df29ee,Article,Final,,Scopus,2-s2.0-68949217706
"Brad Mills, R., Paterson, A.M., Lean, D.R.S., Smol, J.P., Mierle, G., Blais, J.M.",26664260300;7202361087;7005011668;7005505365;6603699376;7102131524;,Dissecting the spatial scales of mercury accumulation in Ontario lake sediment,2009,Environmental Pollution,157,11,,2949,2956,,4,10.1016/j.envpol.2009.06.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68949204168&doi=10.1016%2fj.envpol.2009.06.009&partnerID=40&md5=9f683f134cba07ff9290858feeae7cae,Article,Final,,Scopus,2-s2.0-68949204168
"Salat, D.H., Lee, S.Y., van der Kouwe, A.J., Greve, D.N., Fischl, B., Rosas, H.D.",7003356639;27168852800;6603366943;7005229214;7003369437;6604021272;,Age-associated alterations in cortical gray and white matter signal intensity and gray to white matter contrast,2009,NeuroImage,48,1,,21,28,,177,10.1016/j.neuroimage.2009.06.074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949095732&doi=10.1016%2fj.neuroimage.2009.06.074&partnerID=40&md5=8b76e9f5febfddb7cda269361a62c610,Article,Final,"All Open Access, Green",Scopus,2-s2.0-67949095732
"Yazgan, M.E., Yilmazkuday, H.",15125307700;15125322400;,Okun's convergence within the US,2009,Letters in Spatial and Resource Sciences,2,02-Mar,,109,122,,10,10.1007/s12076-009-0028-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867143589&doi=10.1007%2fs12076-009-0028-6&partnerID=40&md5=8952d60b90645584d481dac0ac1e55aa,Article,Final,,Scopus,2-s2.0-84867143589
"Duarte, C.M., Tamez, C.G.",35178192000;55135898600;,Does noise have a stationary impact on residential values?,2009,Journal of European Real Estate Research,2,3,,259,279,,22,10.1108/17539260910999992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858842984&doi=10.1108%2f17539260910999992&partnerID=40&md5=fe222ae2eccda35b7c2ac84a519dcd6a,Review,Final,,Scopus,2-s2.0-84858842984
"Young, L.J., Gotway, C.A., Yang, J., Kearney, G., DuClos, C.",25960535700;6701579446;57251391900;24280615600;55219903700;,Linking health and environmental data in geographical analysis: It's so much more than centroids,2009,Spatial and Spatio-temporal Epidemiology,1,1,,73,84,,31,10.1016/j.sste.2009.07.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953266425&doi=10.1016%2fj.sste.2009.07.008&partnerID=40&md5=575c322886cb0a28e00932de1502068f,Article,Final,,Scopus,2-s2.0-77953266425
"Bagheri, N., Holt, A., Benwell, G.L.",14629872900;7101632917;55933362600;,Using geographically weighted regression to validate approaches for modelling accessibility to primary health care,2009,Applied Spatial Analysis and Policy,2,3,,177,194,,17,10.1007/s12061-009-9021-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77349094798&doi=10.1007%2fs12061-009-9021-0&partnerID=40&md5=893a17468719bdb3cba1bad4229d9588,Article,Final,,Scopus,2-s2.0-77349094798
"Helbich, M., Leitner, M.",26664596200;57208260074;,Spatial analysis of the urban-to-rural migration determinants in the viennese metropolitan area. A transition from suburbia to postsuburbia?,2009,Applied Spatial Analysis and Policy,2,3,,237,260,,29,10.1007/s12061-009-9026-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77349084852&doi=10.1007%2fs12061-009-9026-8&partnerID=40&md5=673d1945eae8c47f8b402ca8c3629793,Article,Final,,Scopus,2-s2.0-77349084852
"Erdogan, S.",23396418900;,Explorative spatial analysis of traffic accident statistics and road mortality among the provinces of Turkey,2009,Journal of Safety Research,40,5,,341,351,,84,10.1016/j.jsr.2009.07.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449732118&doi=10.1016%2fj.jsr.2009.07.006&partnerID=40&md5=0afeffcf351ff4eeb8ba246028e43f41,Article,Final,,Scopus,2-s2.0-70449732118
"Edwards, K.L., Clarke, G.P.",24586583300;7201902875;,"The design and validation of a spatial microsimulation model of obesogenic environments for children in Leeds, UK: SimObesity",2009,Social Science and Medicine,69,7,,1127,1134,,54,10.1016/j.socscimed.2009.07.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69849115569&doi=10.1016%2fj.socscimed.2009.07.037&partnerID=40&md5=bd1531c6352fc130e96394171716bd48,Article,Final,,Scopus,2-s2.0-69849115569
"Propastin, P.A.",22235410800;,"Spatial non-stationarity and scale-dependency of prediction accuracy in the remote estimation of LAI over a tropical rainforest in Sulawesi, Indonesia",2009,Remote Sensing of Environment,113,10,,2234,2242,,45,10.1016/j.rse.2009.06.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67849090360&doi=10.1016%2fj.rse.2009.06.007&partnerID=40&md5=da4407afe84dc5422fa4488b12538318,Article,Final,,Scopus,2-s2.0-67849090360
"Mandal, R., St-Hilaire, S., Kie, J.G., Derryberry, D.",57224748896;6701418623;7004159570;6701751679;,Spatial trends of breast and prostate cancers in the United States between 2000 and 2005,2009,International Journal of Health Geographics,8,1,1476,53,,,33,10.1186/1476-072X-8-53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449515633&doi=10.1186%2f1476-072X-8-53&partnerID=40&md5=1b77e89e173cc6c0a1d988e9bc8a0813,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-70449515633
"Cho, S.-H., Kim, S.G., Roberts, R.K., Jung, S.",22940061400;16480319300;7404281800;57220884109;,Amenity values of spatial configurations of forest landscapes over space and time in the Southern Appalachian Highlands,2009,Ecological Economics,68,10,,2646,2657,,38,10.1016/j.ecolecon.2009.04.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649117910&doi=10.1016%2fj.ecolecon.2009.04.017&partnerID=40&md5=0131dfebeea506074c052e04cdff4e2c,Article,Final,,Scopus,2-s2.0-67649117910
"Stacklin, C., Evangelista, J.",56614843900;36713322900;,Technical assessment of water reuse in consideration of emerging pollutants,2009,Ultrapure Water,26,8,,27,35,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68849093963&partnerID=40&md5=84aa156ffbd890295c6398a29d909144,Article,Final,,Scopus,2-s2.0-68849093963
"Johnston, R., Pattie, C.",7403678691;7005821997;,Comment: Geographically weighted discriminant analysis and the 2005 british general election,2009,Geographical Analysis,41,3,,333,337,,1,10.1111/j.1538-4632.2009.00756.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650492742&doi=10.1111%2fj.1538-4632.2009.00756.x&partnerID=40&md5=01c746ae39199b5f070e29566d2f5423,Note,Final,,Scopus,2-s2.0-67650492742
"Li, T., Corcoran, J., Pullar, D., Robson, A., Stimson, R.",22938476300;22933579900;6603746612;24067509500;6701769257;,A Geographically Weighted Regression method to spatially disaggregate regional employment forecasts for South East Queensland,2009,Applied Spatial Analysis and Policy,2,2,,147,175,,12,10.1007/s12061-008-9015-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349230001&doi=10.1007%2fs12061-008-9015-3&partnerID=40&md5=1e2b5f8cb234062a8be539185220fa26,Article,Final,,Scopus,2-s2.0-70349230001
"Maroko, A.R., Maantay, J.A., Sohler, N.L., Grady, K.L., Arno, P.S.",8857682000;6507299306;6603412402;27967639800;7003386408;,The complexities of measuring access to parks and physical activity sites in New York City: A quantitative and qualitative approach,2009,International Journal of Health Geographics,8,1,34,,,,132,10.1186/1476-072X-8-34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650742551&doi=10.1186%2f1476-072X-8-34&partnerID=40&md5=c336f4d487e2a631016d86b26f466cab,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-67650742551
"Luo, J., Wei, Y.H.D.",55482565600;56329608600;,Modeling spatial variations of urban growth patterns in Chinese cities: The case of Nanjing,2009,Landscape and Urban Planning,91,2,,51,64,,213,10.1016/j.landurbplan.2008.11.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64749102749&doi=10.1016%2fj.landurbplan.2008.11.010&partnerID=40&md5=7635066e7624b4c3ec1dbbee06c65025,Article,Final,,Scopus,2-s2.0-64749102749
"Wheeler, D.C.",56447934400;,Simultaneous coefficient penalization and model selection in geographically weighted regression: The geographically weighted lasso,2009,Environment and Planning A,41,3,,722,742,,85,10.1068/a40256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66249126303&doi=10.1068%2fa40256&partnerID=40&md5=bf7863b83edbd3537116883a5bad7bcb,Article,Final,,Scopus,2-s2.0-66249126303
"Olgun, M., Erdogan, S.",55537456900;23396418900;,Modeling crop yield potential of Eastern Anatolia by using geographically weighted regression,2009,Archives of Agronomy and Soil Science,55,3,,255,263,,2,10.1080/03650340802478807,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149169995&doi=10.1080%2f03650340802478807&partnerID=40&md5=31c8691e4f05dea03b3532c524c9bd07,Article,Final,,Scopus,2-s2.0-68149169995
"Kalish, B.T., Gaydos, C.A., Hsieh, Y.-H., Christensen, B.E., Carroll, K.C., Cannons, A., Cattani, J.A., Rothman, R.E.",56014197800;7006440649;7202635113;36713314200;7202768248;6701425013;6601915876;35582243300;,National survey of Laboratory Response Network sentinel laboratory preparedness,2009,Disaster Medicine and Public Health Preparedness,3,SUPPL. 1,,S17,S23,,9,10.1097/DMP.0b013e31819e09b4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949088289&doi=10.1097%2fDMP.0b013e31819e09b4&partnerID=40&md5=83d899a0c4cf2355f0ae47bd2cc93bcb,Article,Final,,Scopus,2-s2.0-67949088289
"Kim, K.-D., Kim, J.W., Neumeyer, J., Kao, R., Hwang, C., Park, H.-J., Woo, I., Lee, Y.W.",55710500200;22634596000;7102140127;35896156800;7403387432;9334620800;8524949800;55716174500;,"Determination of gravity at MunGyung (Mungyeong) superconducting gravity observatory, Korea",2009,Geosciences Journal,13,2,,141,150,,1,10.1007/s12303-009-0013-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650799662&doi=10.1007%2fs12303-009-0013-5&partnerID=40&md5=35b90759dcae2b63f39cebf75cb85a44,Article,Final,,Scopus,2-s2.0-67650799662
"Hu, Z.",55705488600;,"Spatial analysis of MODIS aerosol optical depth, PM2.5, and chronic coronary heart disease",2009,International Journal of Health Geographics,8,1,27,,,,80,10.1186/1476-072X-8-27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749131257&doi=10.1186%2f1476-072X-8-27&partnerID=40&md5=62b3ba2fefd65d5c682d5a5ee487cc47,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-67749131257
"Cho, W.K.T., Gimpel, J.G.",16068002000;7003988632;,Presidential voting and the local variability of economic hardship,2009,Forum,7,1,1,,,,22,10.2202/1540-8884.1286,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67549106923&doi=10.2202%2f1540-8884.1286&partnerID=40&md5=8315c7ea5dff0b31cf4c6d5134a0854a,Article,Final,,Scopus,2-s2.0-67549106923
"Yildirim, J., Öcal, N., Özyildirim, S.",55959074600;55920453600;56189778100;,Income inequality and economic convergence in Turkey: A spatial effect analysis,2009,International Regional Science Review,32,2,,221,254,,31,10.1177/0160017608331250,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63449130664&doi=10.1177%2f0160017608331250&partnerID=40&md5=63d367bd3c2855cb11eab6b999519ed0,Article,Final,"All Open Access, Green",Scopus,2-s2.0-63449130664
"Cho, S.-H., Jung, S., Kim, S.G.",22940061400;57220884109;16480319300;,Valuation of spatial configurations and forest types in the southern appalachian highlands,2009,Environmental Management,43,4,,628,644,,12,10.1007/s00267-008-9209-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62549123695&doi=10.1007%2fs00267-008-9209-0&partnerID=40&md5=18fa473cab60f860c1535dfc404151a4,Article,Final,,Scopus,2-s2.0-62549123695
"Wei, Y.H.D., Ye, X.",56329608600;36474249400;,"Beyond convergence: Space, scale, and regional inequality in China",2009,Tijdschrift voor Economische en Sociale Geografie,100,1,,59,80,,74,10.1111/j.1467-9663.2009.00507.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61549109484&doi=10.1111%2fj.1467-9663.2009.00507.x&partnerID=40&md5=fe643e2727cd019ab82db4d5adecbfbb,Article,Final,,Scopus,2-s2.0-61549109484
"Cho, S.-H., Kim, S.G., Lambert, D.M.",22940061400;16480319300;7401508458;,Spatially-varying effects of rezoning on housing price,2009,Review of Urban and Regional Development Studies,21,1,,72,91,,6,10.1111/j.1467-940X.2009.00160.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450211836&doi=10.1111%2fj.1467-940X.2009.00160.x&partnerID=40&md5=901e5cf679d96f312b1256b035e17d29,Article,Final,,Scopus,2-s2.0-70450211836
"Caress, S.M., Steinemann, A.C.",56167145500;6701862640;,Prevalence of fragrance sensitivity in the American population,2009,Journal of Environmental Health,71,7,,46,50,,56,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62449094041&partnerID=40&md5=969bf884e503232937dab5967ba8c90e,Article,Final,,Scopus,2-s2.0-62449094041
"Lieske, D.J., Bender, D.J.",6506251631;7101680020;,Accounting for the influence of geographic location and spatial autocorrelation in environmental models: A comparative analysis using North American songbirds,2009,Journal of Environmental Informatics,13,1,,12,32,,5,10.3808/jei.200900137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62249083190&doi=10.3808%2fjei.200900137&partnerID=40&md5=0c41e45437d1a7dd67052802fdcb7223,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-62249083190
"Haynes, K.J., Liebhold, A.M., Johnson, D.M.",7101942615;7006701757;33967676100;,Spatial analysis of harmonic oscillation of gypsy moth outbreak intensity,2009,Oecologia,159,2,,249,256,,31,10.1007/s00442-008-1207-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60449085436&doi=10.1007%2fs00442-008-1207-7&partnerID=40&md5=af49d07bca94610c54fb3514e33ec4f9,Article,Final,,Scopus,2-s2.0-60449085436
"Terribile, L.C., Diniz-Filho, J.A.F.",22836893800;7004620621;,Spatial patterns of species richness in New World coral snakes and the metabolic theory of ecology,2009,Acta Oecologica,35,2,,163,173,,28,10.1016/j.actao.2008.09.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60149109317&doi=10.1016%2fj.actao.2008.09.006&partnerID=40&md5=366ff4c8d33fd2ecfba0efa14c474ebe,Article,Final,"All Open Access, Green",Scopus,2-s2.0-60149109317
"Des Rosiers, F., Thériault, M.",6505941911;7003640338;,"Mass Appraisal, Hedonic Price Modelling and Urban Externalities: Understanding Property Value Shaping Processes",2009,Mass Appraisal Methods: An International Perspective for Property Valuers,,,,109,147,,2,10.1002/9781444301021.ch6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889475275&doi=10.1002%2f9781444301021.ch6&partnerID=40&md5=883db754f53b24f60abfd0a39e715208,Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-84889475275
"Borst, R.A., Des Rosiers, F., Renigier, M., González, M.A.S., Kauko, T., D'Amato, M.",18633590000;6505941911;55325764800;55462763500;6602722279;57202151422;,Technical Comparison of the Methods Including Formal Testing of Accuracy and Other Modelling Performance Using Own Data Sets and Multiple Regression Analysis,2009,Mass Appraisal Methods: An International Perspective for Property Valuers,,,,259,279,,7,10.1002/9781444301021.ch12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889409526&doi=10.1002%2f9781444301021.ch12&partnerID=40&md5=7060481ea4ac02e914040c105fd073cc,Book Chapter,Final,,Scopus,2-s2.0-84889409526
"Borst, R.A., McCluskey, W.J.",18633590000;57217946264;,The Modified Comparable Sales Method as the Basis for a Property Tax Valuations System and its Relationship and Comparison to Spatially Autoregressive Valuation Models,2009,Mass Appraisal Methods: An International Perspective for Property Valuers,,,,49,69,,8,10.1002/9781444301021.ch3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874581410&doi=10.1002%2f9781444301021.ch3&partnerID=40&md5=ead625a298db725005307b322c1265f1,Book Chapter,Final,,Scopus,2-s2.0-84874581410
"Svenning, J.-C., Normand, S., Skov, F.",55010991900;8629755300;7003350049;,Plio-Pleistocene climate change and geographic heterogeneity in plant diversity-environment relationships,2009,Ecography,32,1,,13,21,,32,10.1111/j.1600-0587.2008.05732.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63849158619&doi=10.1111%2fj.1600-0587.2008.05732.x&partnerID=40&md5=d9e0bdea42176b63ecbc165cc58639f5,Article,Final,,Scopus,2-s2.0-63849158619
"Harms, T.K., Wentz, E.A., Grimm, N.B.",8855144200;6701682205;7003929642;,Spatial heterogeneity of denitrification in semi-arid floodplains,2009,Ecosystems,12,1,,129,143,,32,10.1007/s10021-008-9212-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58849150251&doi=10.1007%2fs10021-008-9212-6&partnerID=40&md5=3411be55e97fe06553be47f208d8286a,Article,Final,,Scopus,2-s2.0-58849150251
"Latimer, A.M., Banerjee, S., Sang Jr., H., Mosher, E.S., Silander Jr., J.A.",6603735596;7404545197;23111343500;6602637147;6603757875;,Hierarchical models facilitate spatial analysis of large data sets: A case study on invasive plant species in the northeastern United States,2009,Ecology Letters,12,2,,144,154,,97,10.1111/j.1461-0248.2008.01270.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249107920&doi=10.1111%2fj.1461-0248.2008.01270.x&partnerID=40&md5=b4eeeeccda514e5d2f6c32e6128948f9,Article,Final,,Scopus,2-s2.0-58249107920
"Goovaerts, P.",7003923744;,Medical geography: A promising field of application for geostatistics,2009,Mathematical Geosciences,41,3,,243,264,,46,10.1007/s11004-008-9211-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64249116229&doi=10.1007%2fs11004-008-9211-3&partnerID=40&md5=4be565a5388f8d7beac7406e3443010f,Article,Final,"All Open Access, Green",Scopus,2-s2.0-64249116229
"Noresah, M.S., Ruslan, R.",50862042800;57156369000;,Modelling urban spatial structure using Geographically Weighted Regression,2009,"18th World IMACS Congress and MODSIM 2009 - International Congress on Modelling and Simulation: Interfacing Modelling and Simulation with Mathematical and Computational Sciences, Proceedings",,,,1950,1956,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086224401&partnerID=40&md5=2571ec1de7393a6c7864ce63c573d308,Conference Paper,Final,,Scopus,2-s2.0-85086224401
"Kavanagh, A.",8646994400;,Electoral Cartography,2009,International Encyclopedia of Human Geography,,,,396,398,,,10.1016/B978-008044910-4.00023-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069563145&doi=10.1016%2fB978-008044910-4.00023-7&partnerID=40&md5=1b4c3a18592dc35b620d05ac6bcfb0cf,Book Chapter,Final,,Scopus,2-s2.0-85069563145
"Birkin, M.",6701762517;,Geocomputation,2009,International Encyclopedia of Human Geography,,,,376,381,,2,10.1016/B978-008044910-4.00444-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943761257&doi=10.1016%2fB978-008044910-4.00444-2&partnerID=40&md5=ad77cd03f0f2e67c753c664c9597aa46,Book Chapter,Final,,Scopus,2-s2.0-84943761257
"Miller, H.J., Han, J.",7402939242;24325399900;,Geographic data mining and knowledge discovery: Second edition,2009,"Geographic Data Mining and Knowledge Discovery, Second Edition",,,,1,475,,188,10.1201/9781420073980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926403412&doi=10.1201%2f9781420073980&partnerID=40&md5=7f0a468e15d974ed5870bab8f1807c4d,Book,Final,"All Open Access, Green",Scopus,2-s2.0-84926403412
"Lockwood, T.",54989693100;,Delineation of geospatial residential real estate submarket boundaries,2009,Pacific Rim Property Research Journal,15,1,,17,35,,,10.1080/14445921.2009.11104270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905995159&doi=10.1080%2f14445921.2009.11104270&partnerID=40&md5=d85a8a30f8e8aa3a1959473eb66b2f35,Article,Final,,Scopus,2-s2.0-84905995159
"Stewart Fotheringham, A., Charlton, M., Demšar, U.",7005669439;7102039728;21933749600;,Looking for a relationship? Try GWR,2009,"Geographic Data Mining and Knowledge Discovery, Second Edition",,,,227,254,,3,10.1201/9781420073980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873155391&doi=10.1201%2f9781420073980&partnerID=40&md5=a30a7b5f1cb3fa6fd698ee10e96b9cc5,Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-84873155391
"Lin, S., Lu, Y.",56169993600;55868296300;,The spatial patterns of adverse health effects of ozone pollution on childhood respiratory diseases in Urban Houston,2009,Annals of GIS,15,2,,127,140,,3,10.1080/19475680903271133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859582126&doi=10.1080%2f19475680903271133&partnerID=40&md5=e99d6d8a95de64ef1d8aa001febf6dd6,Article,Final,,Scopus,2-s2.0-84859582126
"Páez, A., Wheeler, D.C.",7004827878;56447934400;,Geographically Weighted Regression,2009,International Encyclopedia of Human Geography,,,,407,414,,13,10.1016/B978-008044910-4.00447-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855324163&doi=10.1016%2fB978-008044910-4.00447-8&partnerID=40&md5=2d8d0a04342fe06210dc2015aa76908e,Book Chapter,Final,,Scopus,2-s2.0-84855324163
"Nogués-Bravo, D.",55894649400;,Comparing regression methods to predict species richness patterns,2009,Web Ecology,9,,,58,67,,5,10.5194/we-9-58-2009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956077442&doi=10.5194%2fwe-9-58-2009&partnerID=40&md5=f4853656f21b13c3f9d39842d9d1d364,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-77956077442
"de Maio, M., Favaron, C., Nocerino, G.",8305071000;35794434100;35794727900;,Groundwater resources pollution risk: Application of the Holman Method,2009,American Journal of Environmental Sciences,5,6,,727,739,,2,10.3844/ajessp.2009.727.739,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76149131727&doi=10.3844%2fajessp.2009.727.739&partnerID=40&md5=60e945a3427ada0f597a04c91183c7c3,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-76149131727
"Díaz-Garayúa, J.R.",35363937600;,"Neighborhood characteristics and housing values within the San Juan, MSA, Puerto Rico",2009,Southeastern Geographer,49,4,,376,393,,4,10.1353/sgo.0.0058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749101795&doi=10.1353%2fsgo.0.0058&partnerID=40&md5=75e471634804eb8d2936d15d179817d7,Article,Final,,Scopus,2-s2.0-75749101795
"Rosat, S., Boy, J.-P., Ferhat, G., Hinderer, J., Amalvict, M., Gegout, P., Luck, B.",6506455180;7004400323;6508187747;7003983326;6603122001;35271784600;24479881200;,Analysis of a 10-year (1997-2007) record of time-varying gravity in Strasbourg using absolute and superconducting gravimeters: New results on the calibration and comparison with GPS height changes and hydrology,2009,Journal of Geodynamics,48,03-May,,360,365,,27,10.1016/j.jog.2009.09.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72049118167&doi=10.1016%2fj.jog.2009.09.026&partnerID=40&md5=49031a49d2b5216c82b7063542dc9220,Article,Final,"All Open Access, Green",Scopus,2-s2.0-72049118167
"Graif, C., Sampson, R.J.",13607056400;7004971004;,Spatial heterogeneity in the effects of immigration and diversity on neighborhood homicide rates,2009,Homicide Studies,13,3,,242,260,,143,10.1177/1088767909336728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349104561&doi=10.1177%2f1088767909336728&partnerID=40&md5=a6ad4834ef815a9065fa43b529e3cbf9,Article,Final,"All Open Access, Green",Scopus,2-s2.0-70349104561
"Soller, J.A.",6603591296;,The potential implications of person-to-person transmission of viral infection for US EPA's Groundwater Rule,2009,Journal of Water and Health,7,2,,208,223,,5,10.2166/wh.2009.118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651018947&doi=10.2166%2fwh.2009.118&partnerID=40&md5=e54e423454ba71f0112deec32463368c,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-67651018947
"Caress, S., Steinemann, A.",56167145500;6701862640;,"Asthma and chemical hypersensitivity: Prevalence, etiology, and age of onset",2009,Toxicology and Industrial Health,25,1,,71,78,,24,10.1177/0748233709102713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63549132599&doi=10.1177%2f0748233709102713&partnerID=40&md5=ccd6d2b66ea6219677aec60185b67adb,Article,Final,,Scopus,2-s2.0-63549132599
