Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Afifah, R., Andriyana, Y., Jaya, I.G.N.M.","57196463444; 55985798500; 57218102814","Robust geographically weighted regression with least absolute deviation method in case of poverty in Java Island",2017,"AIP Conference Proceedings",1827,"", 020023,,,,2,10.1063/1.4979439,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017593297&partnerID=40&md5=14bce8371faf29a0f066e0f4abc20609",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85017593297
"Setiyorini, A., Suprijadi, J., Handoko, B.","57209675851; 57192404305; 57193951574","Implementations of geographically weighted lasso in spatial data with multicollinearity (Case study: Poverty modeling of Java Island)",2017,"AIP Conference Proceedings",1827,"", 020003,,,,1,10.1063/1.4979419,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017589356&partnerID=40&md5=3872980b0b77ad831b20233fae55494c",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85017589356
"Octavianty, Toharudin, T., Jaya, I.G.N.M.","57193947745; 23467616300; 57218102814","Geographically weighted poisson regression semiparametric on modeling of the number of tuberculosis cases (Case study: Bandung city)",2017,"AIP Conference Proceedings",1827,"", 020022,,,,1,10.1063/1.4979438,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017584225&partnerID=40&md5=906b2c9e4702c3e415e0500eda69a1f7",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85017584225
"Lee, J., Gangnon, R.E., Zhu, J.","57192378579; 6701727337; 55694009300","Cluster detection of spatial regression coefficients",2017,"Statistics in Medicine",36,"7",,1118,1133,,12,10.1002/sim.7172,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85005950024&partnerID=40&md5=76777d0374401911886c9f6b3bb346df",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85005950024
"Kumari, M., Singh, C.K., Bakimchandra, O., Basistha, A.","57113128900; 55237561100; 57113732600; 23059279100","Geographically weighted regression based quantification of rainfall–topography relationship and rainfall gradient in Central Himalayas",2017,"International Journal of Climatology",37,"3",,1299,1309,,25,10.1002/joc.4777,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971434563&partnerID=40&md5=19d8113e3d5b232b804577a1a998528c",Article,Final,"",Scopus,2-s2.0-84971434563
"Faisal, K., Shaker, A.","56329228200; 7006367445","Improving the accuracy of urban environmental quality assessment using geographically-weighted regression techniques",2017,"Sensors (Switzerland)",17,"3", 528,,,,6,10.3390/s17030528,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014798142&partnerID=40&md5=14250f7ef9b964923519e17704d2a7ff",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85014798142
"Kuo, C.-C., Wardrop, N., Chang, C.-T., Wang, H.-C., Atkinson, P.M.","38461380700; 36814889400; 53663301500; 15038299600; 7201906181","Significance of major international seaports in the distribution of murine typhus in Taiwan",2017,"PLoS Neglected Tropical Diseases",11,"3", e0005430,,,,15,10.1371/journal.pntd.0005430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016958834&partnerID=40&md5=22334fe7db648d1afaa5723ba1828b0c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85016958834
"Comber, A., Brunsdon, C., Charlton, M., Harris, P.","6603130292; 6701626868; 7102039728; 55690154000","Geographically weighted correspondence matrices for local error reporting and change analyses: mapping the spatial distribution of errors and change",2017,"Remote Sensing Letters",8,"3",,234,243,,17,10.1080/2150704X.2016.1258126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85005921745&partnerID=40&md5=2ddb23054bde64003b6660dddc9a3e5c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85005921745
"Poliyapram, V., Raghavan, V., Metz, M., Delucchi, L., Masumoto, S.","57197787096; 7103398103; 37002868500; 42261472100; 7003464454","Implementation of algorithm for satellite-derived bathymetry using open source GIS and evaluation for tsunami simulation",2017,"ISPRS International Journal of Geo-Information",6,"3", 89,,,,6,10.3390/ijgi6030089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034778085&partnerID=40&md5=bb438a729f47b14c6a28f21140e29483",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85034778085
"Shaker, R.R., Yakubov, A.D., Nick, S.M., Vennie-Vollrath, E., Ehlinger, T.J., Forsythe, K.W.","36027732800; 57193747713; 57193749558; 57193747140; 6602660036; 56987539400","Predicting aquatic invasion in Adirondack lakes: A spatial analysis of lake and landscape characteristics",2017,"Ecosphere",8,"3", e01723,,,,10,10.1002/ecs2.1723,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016269084&partnerID=40&md5=5adaad8f8149a68dce86e99986d35d95",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85016269084
"Kayiranga, A., Ndayisaba, F., Nahayo, L., Karamage, F., Nsengiyumva, J.B., Mupenzi, C., Nyesheja, E.M.","57188719916; 57156628500; 57190732240; 57188720552; 7801484894; 57190855466; 57190734389","Analysis of climate and topography impacts on the spatial distribution of vegetation in the virunga volcanoes massif of East-Central Africa",2017,"Geosciences (Switzerland)",7,"1", 17,,,,7,10.3390/geosciences7010017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016107982&partnerID=40&md5=37e14d145c1b02f2ba60707d855f11d8",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85016107982
"Sifriyani, Haryatmi, Budiantara, I.N., Gunardi","57193702096; 57193689669; 36488922500; 55571610600","Geographically weighted regression with spline approach",2017,"Far East Journal of Mathematical Sciences",101,"6",,1183,1196,,4,10.17654/MS101061183,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015967548&partnerID=40&md5=cebbd434fefeea8103bba95faaba32ae",Article,Final,"",Scopus,2-s2.0-85015967548
"Kauhl, B., Heil, J., Hoebe, C.J.P.A., Schweikart, J., Krafft, T., Dukers-Muijrers, N.H.T.M.","56412983300; 56913036200; 6701736346; 6602429511; 23004510300; 25421482000","Is the current pertussis incidence only the results of testing? A spatial and space-time analysis of pertussis surveillance data using cluster detection methods and geographically weighted regression modelling",2017,"PLoS ONE",12,"3", e0172383,,,,6,10.1371/journal.pone.0172383,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014958132&partnerID=40&md5=3f3c134387da0a646a4eda807851e162",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85014958132
"Han, H., Jang, K.-M., Chung, J.-S.","55974809700; 57193508501; 14424080000","Selecting suitable sites for mountain ginseng (Panax ginseng) cultivation by using geographically weighted logistic regression",2017,"Journal of Mountain Science",14,"3",,492,500,,3,10.1007/s11629-016-4118-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014423672&partnerID=40&md5=f7855c1449a9394db16e24126d9412fb",Article,Final,"",Scopus,2-s2.0-85014423672
"Eccles, K.M., Checkley, S., Sjogren, D., Barkema, H.W., Bertazzon, S.","56717471200; 9742396200; 6701516069; 7005859347; 22733710800","Lessons learned from the 2013 Calgary flood: Assessing risk of drinking water well contamination",2017,"Applied Geography",80,"",,78,85,,14,10.1016/j.apgeog.2017.02.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013026908&partnerID=40&md5=e724a9aa262b7bb1b9f461e5e03eeaf5",Article,Final,"",Scopus,2-s2.0-85013026908
"Amoh-Gyimah, R., Saberi, M., Sarvi, M.","55596950700; 55639326600; 6603291145","The effect of variations in spatial units on unobserved heterogeneity in macroscopic crash models",2017,"Analytic Methods in Accident Research",13,"",,28,51,,35,10.1016/j.amar.2016.11.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009999743&partnerID=40&md5=86d2126324f62c4e863cfc688393c8b8",Article,Final,"",Scopus,2-s2.0-85009999743
"Yang, T.-C., Jensen, L.","25959416500; 15060376400","Climatic conditions and human mortality: spatial and regional variation in the United States",2017,"Population and Environment",38,"3",,261,285,,6,10.1007/s11111-016-0262-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988322462&partnerID=40&md5=191eb7deed25168bc13b210036845ac0",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84988322462
"Sadler, R.C., Lafreniere, D.J.","35189632400; 48161382800","Racist housing practices as a precursor to uneven neighborhood change in a post-industrial city",2017,"Housing Studies",32,"2",,186,208,,28,10.1080/02673037.2016.1181724,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969142038&partnerID=40&md5=77c7f2279eae87d242aabda03716cede",Article,Final,"",Scopus,2-s2.0-84969142038
"Zhao, Y., Ovando-Montejo, G.A., Frazier, A.E., Mathews, A.J., Flynn, K.C., Ellis, E.A.","57208697773; 57193063906; 38661165700; 55074549500; 57189353756; 57111502500","Estimating work and home population using lidar-derived building volumes",2017,"International Journal of Remote Sensing",38,"4",,1180,1196,,10,10.1080/01431161.2017.1280634,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010288041&partnerID=40&md5=1475bb718a0bf62c99abd62ffebd25a8",Article,Final,"",Scopus,2-s2.0-85010288041
"Wu, S.-S., Yang, H., Guo, F., Han, R.-M.","56376432400; 57198825584; 56810146400; 12142494100","Spatial patterns and origins of heavy metals in Sheyang River catchment in Jiangsu, China based on geographically weighted regression",2017,"Science of the Total Environment",580,"",,1518,1529,,26,10.1016/j.scitotenv.2016.12.137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009423243&partnerID=40&md5=1c042c6571fd5ed3fe3330bde899b50a",Article,Final,"",Scopus,2-s2.0-85009423243
"Yoo, Y., Baek, T., Kim, J., Park, S.","57193929753; 57193925996; 55496996100; 36608960800","Exploring spatial patterns of theft crimes using geographically weighted regression",2017,"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",35,"1",,31,39,,,10.7848/ksgpc.2017.35.1.31,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029585307&partnerID=40&md5=ec92d1a639d63c9a1774bde3f855ea1d",Article,Final,"",Scopus,2-s2.0-85029585307
"Szymanowski, M., Bednarczyk, P., Kryza, M., Nowosad, M.","22936208200; 56767769900; 22937961500; 6506550212","Spatial Interpolation of Ewert’s Index of Continentality in Poland",2017,"Pure and Applied Geophysics",174,"2",,623,642,,3,10.1007/s00024-016-1413-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012027193&partnerID=40&md5=7d1dc51c4516ae26698e657464899b78",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85012027193
"Mentzafou, A., Markogianni, V., Dimitriou, E.","53164463600; 55414393800; 9742534400","The Use of Geospatial Technologies in Flood Hazard Mapping and Assessment: Case Study from River Evros",2017,"Pure and Applied Geophysics",174,"2",,679,700,,9,10.1007/s00024-016-1433-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011976664&partnerID=40&md5=6e187aa2c42a3265c3a159de4ecb9ae7",Article,Final,"",Scopus,2-s2.0-85011976664
"Szymanowski, M., Kryza, M.","22936208200; 22937961500","The Role of Auxiliary Variables in Deterministic and Deterministic-Stochastic Spatial Models of Air Temperature in Poland",2017,"Pure and Applied Geophysics",174,"2",,595,621,,9,10.1007/s00024-015-1199-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011957217&partnerID=40&md5=48bbfd2ccbd74b49c39b4ae63a98efab",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85011957217
"Al-Kindi, K.M., Kwan, P., Andrew, N.R., Welch, M.","57192270252; 7004369297; 7005866223; 36976629100","Impacts of human-related practices on Ommatissus lybicus infestations of date palm in Oman",2017,"PLoS ONE",12,"2", e0171103,,,,12,10.1371/journal.pone.0171103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011661613&partnerID=40&md5=c6ca47f2ee92b1427c64062357fe4321",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85011661613
"Murakami, D., Yoshida, T., Seya, H., Griffith, D.A., Yamagata, Y.","54414566400; 57189458421; 25650916000; 35187057300; 55322269300","A Moran coefficient-based mixed effects approach to investigate spatially varying relationships",2017,"Spatial Statistics",19,"",,68,89,,33,10.1016/j.spasta.2016.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008430247&partnerID=40&md5=f2c7c0aee17883b68de887ced06c4b26",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85008430247
"Tonini, M., Pereira, M.G., Parente, J., Vega Orozco, C.","35194756900; 55421346900; 57188670039; 55260605800","Evolution of forest fires in Portugal: from spatio-temporal point events to smoothed density maps",2017,"Natural Hazards",85,"3",,1489,1510,,26,10.1007/s11069-016-2637-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994317353&partnerID=40&md5=26c9b3e124068237533a00b6765b579a",Article,Final,"",Scopus,2-s2.0-84994317353
"Brunton, L.A., Alexander, N., Wint, W., Ashton, A., Broughan, J.M.","55214408600; 16743877100; 6506346137; 56673803000; 10244337400","Using geographically weighted regression to explore the spatially heterogeneous spread of bovine tuberculosis in England and Wales",2017,"Stochastic Environmental Research and Risk Assessment",31,"2",,339,352,,7,10.1007/s00477-016-1320-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991089173&partnerID=40&md5=7042ee4cae4e5eef500b59a707ad7584",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84991089173
"Hu, X., Zhang, L., Ye, L., Lin, Y., Qiu, R.","14031518800; 56380780600; 57189041520; 57191362476; 53868184800","Locating spatial variation in the association between road network and forest biomass carbon accumulation",2017,"Ecological Indicators",73,"",,214,223,,12,10.1016/j.ecolind.2016.09.042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989157845&partnerID=40&md5=524e2cfef16bb34509f76006b22ee6d9",Article,Final,"",Scopus,2-s2.0-84989157845
"Pu, Z., Ji, K., Li, Z., Wan, Q.","57193135885; 57224808013; 55577016200; 56323807600","Spatial modeling and analysis on effects of price change on parking occupancy",2017,"Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition)",47,"1",,193,197,,,10.3969/j.issn.1001-0505.2017.01.032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014475794&partnerID=40&md5=45abbb3c62e8560ce8429d1ddd58328b",Article,Final,"",Scopus,2-s2.0-85014475794
"Al Sonosy, O., Rady, S., Badr, N.L., Hashem, M.","8245373800; 34870497700; 6602448188; 48861322700","A study of spatial machine learning for business behavior prediction in location based social networks",2017,"Proceedings of 2016 11th International Conference on Computer Engineering and Systems, ICCES 2016",,"", 7822012,266,272,,3,10.1109/ICCES.2016.7822012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013663562&partnerID=40&md5=708efdf8b3862839d8a29af1556aac0c",Conference Paper,Final,"",Scopus,2-s2.0-85013663562
"Luo, J., Du, P., Samat, A., Xia, J., Che, M., Xue, Z.","56428217500; 7103064199; 7005626086; 35099662000; 56978851200; 53664911300","Spatiotemporal Pattern of PM 2.5 Concentrations in Mainland China and Analysis of Its Influencing Factors using Geographically Weighted Regression",2017,"Scientific Reports",7,"", 40607,,,,94,10.1038/srep40607,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009453114&partnerID=40&md5=241af7ddb9d20bd77aca57c7b1b1dbca",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85009453114
"Yang, D., Xu, C., Wang, J., Zhao, Y.","56384658500; 55553302300; 55868825200; 57193012634","Spatiotemporal epidemic characteristics and risk factor analysis of malaria in Yunnan Province, China",2017,"BMC Public Health",17,"1", 66,,,,12,10.1186/s12889-016-3994-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009956082&partnerID=40&md5=319ff7ac95e647577927846b6c372e95",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85009956082
"Timofeev, V.S., Shchekoldin, V.Y., Timofeeva, A.Y.","35761669500; 57035281900; 56042711700","Geographically weighted regression: Fitting to spatial location",2017,"2016 13th International Scientific-Technical Conference on Actual Problems of Electronic Instrument Engineering, APEIE 2016 - Proceedings",2,"", 7806489,358,363,,,10.1109/APEIE.2016.7806489,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020709580&partnerID=40&md5=df143a14c4febbdccea1a6370e96d210",Conference Paper,Final,"",Scopus,2-s2.0-85020709580
"Wen, H., Jin, Y., Zhang, L.","8545448200; 57193430111; 54382554700","Spatial heterogeneity in implicit housing prices: evidence from Hangzhou, China",2017,"International Journal of Strategic Property Management",21,"1",,15,28,,15,10.3846/1648715X.2016.1247021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013978438&partnerID=40&md5=011b61fe4210708ebfb529dbc867f438",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85013978438
"Baek, M., Ashuri, B.","57190010511; 24777992700","Spatial regression analysis for modeling the spatial variation in highway construction costs",2017,"ISEC 2017 - 9th International Structural Engineering and Construction Conference: Resilient Structures and Sustainable Construction",,"",,,,,,10.14455/isec.res.2017.42,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085405063&partnerID=40&md5=bd9085973a00b5270afc5a041c097b72",Conference Paper,Final,"",Scopus,2-s2.0-85085405063
"Chen, G.-W., Chen, L.-F., Zhu, G.-P., Xu, Y.-C., Tian, J.-H., Ding, B.","57204667466; 57204675205; 57210132849; 36467411900; 57204680964; 57203998563","Spatial-temporal distribution of fishing ground for antarctic krill fishery in the South Georgia Island during the austral winter and its drivers",2017,"Chinese Journal of Ecology",36,"10",,2803,2810,,2,10.13292/j.1000-4890.201710.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056630832&partnerID=40&md5=e007066e440472074c41cb1919bc8ae5",Article,Final,"",Scopus,2-s2.0-85056630832
"Hu, X.-S., Poudyal, N.C., Green, G.T.","14031518800; 56757681100; 35448621600","Spatial analysis of international tourism growth in China's cities",2017,"Progress in Economics Research",38,"",,165,191,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047916715&partnerID=40&md5=0c7e9242bde7713048e1db9c3e8249ef",Book Chapter,Final,"",Scopus,2-s2.0-85047916715
"Zaki, N.A.M., Latif, Z.A., Zainal, M.Z., Shah, N.N.H.","57221092851; 39661219700; 57188721879; 57202056769","Predicting above-ground biomass and carbon stocks by using geographically weighted regression (GWR)",2017,"38th Asian Conference on Remote Sensing - Space Applications: Touching Human Lives, ACRS 2017",2017-October,"",,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047015312&partnerID=40&md5=02aaa38c64ffdaa897698496bbbd5b2a",Conference Paper,Final,"",Scopus,2-s2.0-85047015312
"Du, Q., Wu, M., Wang, N., Bai, L.","36720399100; 57201669547; 57193003686; 57194377820","Spatiotemporal characteristics and influencing factors of China’s construction industry carbon intensity",2017,"Polish Journal of Environmental Studies",26,"6",,2507,2521,,6,10.15244/pjoes/70894,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045694676&partnerID=40&md5=735fd393b75caa671ff158237b994183",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85045694676
"Rodríguez-Echeverry, J., Echeverría, C., Oyarzún, C., Morales, L.","56705449000; 6603578229; 6701733189; 7102295463","Spatial congruence between biodiversity and ecosystem services in a forest landscape in southern Chile: Basis for conservation planning | Congruencias espaciales entre biodiversidad y servicios ecosistémicos en un paisaje forestal en el sur de Chile: Bases para la planificación de la conservación",2017,"Bosque",38,"3",,495,506,,3,10.4067/S0717-92002017000300007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042804044&partnerID=40&md5=4e0f99345b97e860b22c42d57cb7e49a",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85042804044
"Li, J., Qu, M., Huang, B., Liu, G., Zhao, Y., Sun, W., Hu, W.","57200566353; 49362211300; 55081613700; 55524347700; 52164997000; 8606871900; 26029393500","Spatially non-stationary relationships between cation exchange capacity and related control factors",2017,"Acta Pedologica Sinica",54,"3",,637,645,,3,10.11766/trxb201606300245,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041650255&partnerID=40&md5=9c12d38a6cc7de06125bc33a44764718",Article,Final,"",Scopus,2-s2.0-85041650255
"Choi, H., Kim, H.","56242359300; 36013294700","Analysis of the relationship between community characteristics and depression using geographically weighted regression",2017,"Epidemiology and health",39,"",,e2017025,,,2,10.4178/epih.e2017025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040111249&partnerID=40&md5=d7f6284ac9861f6d18c8bb0550aabc7b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85040111249
"Song, B., Zhao, J.","36850971900; 57200143342","The Impacts of Primary Schools and Spatial Heterogeneity on Housing Prices: A Case Study of Shenzhen",2017,"ICCREM 2017: Real Estate and Urbanization - Proceedings of the International Conference on Construction and Real Estate Management 2017",,"",,116,124,,,10.1061/9780784481073.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039909468&partnerID=40&md5=6f34253e75b030866bdd08c4f4eb9e7a",Conference Paper,Final,"",Scopus,2-s2.0-85039909468
"Yu, T.E., Lambert, D.M., Cho, S.-H., Koç, A.A., Bölük, G., Kim, S.G.","55900799000; 7401508458; 22940061400; 7006124615; 35434562800; 16480319300","A spatial analysis of the relationship between agricultural output and input factors in Turkey",2017,"New Medit",16,"1",,11,17,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038441883&partnerID=40&md5=46da7db120c435fad713c576f7e78c86",Article,Final,"",Scopus,2-s2.0-85038441883
"Evans, A., Heppenstall, A., Birkin, M.","55739342900; 9243300500; 6701762517","Understanding simulation results",2017,"Understanding Complex Systems",,"9783319669472",,205,227,,4,10.1007/978-3-319-66948-9_10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035350732&partnerID=40&md5=1f48b192cbe594b7b5da0f18c6ee29d8",Book Chapter,Final,"",Scopus,2-s2.0-85035350732
"Chen, N., Wang, C.-H., Akar, G.","56595990300; 56482885100; 26038962400","Geographically weighted regression approach to investigate spatial variations in activity space",2017,"Transportation Research Record",2671,"",,40,50,,6,10.3141/2671-05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033709790&partnerID=40&md5=e023381c5a107087c7fd5ddcc57bce53",Article,Final,"",Scopus,2-s2.0-85033709790
"Saadallah, D.M.A.","57196032767","Enhancing city urban planning process through tegrating gis with space syntax simulation tool",2017,"Proceedings - 11th International Space Syntax Symposium, SSS 2017",,"",,107.1,107.14,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031106293&partnerID=40&md5=5772beba34cc63a9e538f38e698dbaa9",Conference Paper,Final,"",Scopus,2-s2.0-85031106293
"Estes, A., Ball, M.O., Lovell, D.J.","56181382000; 7202689526; 7103286950","Predicting performance of ground delay programs",2017,"12th USA/Europe Air Traffic Management R and D Seminar",,"",,,,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031038167&partnerID=40&md5=9ddf2215e0ba139626814a118aa68129",Conference Paper,Final,"",Scopus,2-s2.0-85031038167
"Shao, L., Zhang, L., Zhen, Z.","57193260415; 35254692200; 55364128000","Exploring spatially varying relationships between children’s lead poisoning and environmental factors",2017,"Annals of the New York Academy of Sciences",1404,"1",,49,60,,3,10.1111/nyas.13453,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030975741&partnerID=40&md5=37c23642694d97e25f14ea635fd468dc",Article,Final,"",Scopus,2-s2.0-85030975741
"Zhou, J.G., Dong, D.M., Li, Y.Y.","13606551200; 22984835900; 55961790400","Local attribute-similarity weighting regression algorithm for interpolating soil property values",2017,"International Journal of Agricultural and Biological Engineering",10,"5",,95,103,,1,10.25165/j.ijabe.20171005.2209,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030849917&partnerID=40&md5=59eb49e5067c384cf1e6b9f59529a565",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85030849917
"Polamuri, S.H., Pang, W.","57195773423; 24315073800","Genesis and track simulation of Asia typhoons",2017,"2017 Americas Conference on Wind Engineering, ACWE 2017",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029792946&partnerID=40&md5=926817ca1c0c1a7dab61b82dd7a74966",Conference Paper,Final,"",Scopus,2-s2.0-85029792946
"Haghighattalab, A., Crain, J., Mondal, S., Rutkoski, J., Singh, R.P., Poland, J.","36659339100; 55909190900; 23478121200; 37113033000; 7407264239; 8851627900","Application of geographically weighted regression to improve grain yield prediction from unmanned aerial system imagery",2017,"Crop Science",57,"5",,2478,2489,,14,10.2135/cropsci2016.12.1016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029591076&partnerID=40&md5=442842921a9833fa734e6adf5588f308",Article,Final,"",Scopus,2-s2.0-85029591076
"Timofeeva, A., Tesselkina, K.","56042711700; 57191845464","Optimal bandwidth selection in geographically weighted factor analysis for education monitoring problems",2017,"CEUR Workshop Proceedings",1901,"",,240,246,,,10.18287/1613-0073-2017-1901-240-246,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029298814&partnerID=40&md5=9ef392c4321707f5f40b1c05e833ba6b",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85029298814
"Khosravi, Y., Lashkari, H., Asakereh, H.","57195588958; 36676502600; 56182934700","Spatial variability of water vapour in south and southwest of Iran",2017,"Mausam",68,"1",,9,22,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029009420&partnerID=40&md5=956bf1decc05ed2093406c32564bf883",Article,Final,"",Scopus,2-s2.0-85029009420
"Bidanset, P.E., Lombard, J.R., Davis, P., McCord, M., McCluskey, W.J.","57195321372; 13805320100; 55464237000; 55225860600; 57211719879","Further evaluating the impact of Kernel and bandwidth specifications of geographically weighted regression on the equity and uniformity of mass appraisal models",2017,"Studies in Systems, Decision and Control",86,"",,191,199,,2,10.1007/978-3-319-49746-4_11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028964862&partnerID=40&md5=3d8e683c986e10b97d98c4b2b5086714",Book Chapter,Final,"",Scopus,2-s2.0-85028964862
"Kumagai, K., Uematsu, H., Matsuda, Y.","55202224400; 57195535908; 57190576912","Advanced spatial analysis for vegetation distributions aimed at introducing smarter city shrinkage",2017,"Lecture Notes in Geoinformation and Cartography",,"",,469,489,,2,10.1007/978-3-319-57819-4_26,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028682063&partnerID=40&md5=ae24b37304bf065918e57ed6a84cf403",Conference Paper,Final,"",Scopus,2-s2.0-85028682063
"Verbič, M., Korenčan, P.","8888067500; 57194784543","Cluster-based econometric analysis of house prices in Slovenia | Ekonometrična analiza cen hiš v Sloveniji na podlagi združevanja v skupine",2017,"Geodetski Vestnik",61,"2",,231,245,,1,10.15292/geodetski-vestnik.2017.02.231-245,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022212869&partnerID=40&md5=0928ce8f13c0e357c8464ff55fc3cfdd",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85022212869
"Zhang, X.M., Wang, K.L., Yue, Y.M., Tong, X.W., Liao, C.J., Zhang, M.Y., Jiang, Y.","57219145470; 12240170600; 35075437100; 55965773500; 55965994700; 57219085600; 57194719681","Factors impacting on vegetation dynamics and spatial non-stationary relationships in karst regions of southwest China",2017,"Shengtai Xuebao/ Acta Ecologica Sinica",37,"12",,4008,4018,,10,10.5846/stxb201611192354,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021842029&partnerID=40&md5=d578d890eb45f3f384c7123103e8f69d",Article,Final,"",Scopus,2-s2.0-85021842029
